"filename", "language", "JSON", "PHP", "XML", "PostCSS", "JavaScript", "Markdown", "comment", "blank", "total"
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\reserve\show.blade.php", "PHP", 0, 38, 0, 0, 0, 0, 0, 3, 41
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\schedule\create.blade.php", "PHP", 0, 98, 0, 0, 0, 0, 2, 17, 117
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\schedule\edit.blade.php", "PHP", 0, 71, 0, 0, 0, 0, 0, 4, 75
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\schedule\index.blade.php", "PHP", 0, 178, 0, 0, 0, 0, 1, 15, 194
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\schedule\show.blade.php", "PHP", 0, 88, 0, 0, 0, 0, 0, 5, 93
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\user\edit.blade.php", "PHP", 0, 67, 0, 0, 0, 0, 0, 8, 75
"d:\Code\PAD\SI-Lab-TRPL\resources\views\dashboard\user\index.blade.php", "PHP", 0, 56, 0, 0, 0, 0, 0, 1, 57
"d:\Code\PAD\SI-Lab-TRPL\resources\views\errors\404.blade.php", "PHP", 0, 31, 0, 0, 0, 0, 0, 0, 31
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\about.blade.php", "PHP", 0, 247, 0, 0, 0, 0, 11, 19, 277
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\auth\login.blade.php", "PHP", 0, 79, 0, 0, 0, 0, 0, 16, 95
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\components\footer.blade.php", "PHP", 0, 48, 0, 0, 0, 0, 0, 1, 49
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\components\navbar.blade.php", "PHP", 0, 139, 0, 0, 0, 0, 5, 4, 148
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\datasoftware.blade.php", "PHP", 0, 231, 0, 0, 0, 0, 7, 37, 275
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\index.blade.php", "PHP", 0, 382, 0, 0, 0, 0, 1, 82, 465
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\laboratorium\index.blade.php", "PHP", 0, 373, 0, 0, 0, 0, 7, 49, 429
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\laboratorium\show.blade.php", "PHP", 0, 101, 0, 0, 0, 0, 3, 15, 119
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\layouts\main.blade.php", "PHP", 0, 98, 0, 0, 0, 0, 0, 27, 125
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\membership\index.blade.php", "PHP", 0, 86, 0, 0, 0, 0, 0, 35, 121
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\membership\show.blade.php", "PHP", 0, 76, 0, 0, 0, 0, 0, 19, 95
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\publication\category.blade.php", "PHP", 0, 120, 0, 0, 0, 0, 0, 35, 155
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\publication\index.blade.php", "PHP", 0, 87, 0, 0, 0, 0, 1, 15, 103
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\publication\publication.blade.php", "PHP", 0, 119, 0, 0, 0, 0, 7, 28, 154
"d:\Code\PAD\SI-Lab-TRPL\resources\views\page\publication\show.blade.php", "PHP", 0, 126, 0, 0, 0, 0, 0, 10, 136
"d:\Code\PAD\SI-Lab-TRPL\routes\api.php", "PHP", 0, 6, 0, 0, 0, 0, 10, 4, 20
"d:\Code\PAD\SI-Lab-TRPL\routes\channels.php", "PHP", 0, 5, 0, 0, 0, 0, 10, 4, 19
"d:\Code\PAD\SI-Lab-TRPL\routes\console.php", "PHP", 0, 6, 0, 0, 0, 0, 10, 4, 20
"d:\Code\PAD\SI-Lab-TRPL\routes\web.php", "PHP", 0, 90, 0, 0, 0, 0, 26, 29, 145
"d:\Code\PAD\SI-Lab-TRPL\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 23, 0, 1, 3, 27
"d:\Code\PAD\SI-Lab-TRPL\tests\CreatesApplication.php", "PHP", 0, 13, 0, 0, 0, 0, 3, 6, 22
"d:\Code\PAD\SI-Lab-TRPL\tests\Feature\ExampleTest.php", "PHP", 0, 11, 0, 0, 0, 0, 4, 5, 20
"d:\Code\PAD\SI-Lab-TRPL\tests\TestCase.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 4, 11
"d:\Code\PAD\SI-Lab-TRPL\tests\Unit\ExampleTest.php", "PHP", 0, 10, 0, 0, 0, 0, 3, 4, 17
"d:\Code\PAD\SI-Lab-TRPL\vendor\spatie\ignition\resources\compiled\ignition.css", "PostCSS", 0, 0, 0, 1, 0, 0, 2, 0, 3
"d:\Code\PAD\SI-Lab-TRPL\vendor\spatie\ignition\resources\compiled\ignition.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"d:\Code\PAD\SI-Lab-TRPL\vite.config.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 2, 12
"Total", "-", 10086, 9014, 99, 146, 57, 45, 1987, 1843, 23277
